Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Algeria,DZA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,64.2980117797852,63.0481796264648,66.6228103637695,70.3312911987305,72.2853317260742,76.0913696289062,77.9014434814453,79.365852355957,70.1402282714844,78.015869140625,95.0574798583984,98.1289520263672,100.512893676758,..,..,..,..,..,..,..,..,..,..,104.280258178711,100.714141845703,..
Algeria,DZA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,65.9395065307617,66.8723983764648,71.6562576293945,75.5760879516602,79.3998336791992,83.9158630371094,86.4037399291992,88.0847396850586,77.0945892333984,82.5352401733398,98.0519027709961,103.437492370605,105.862823486328,..,..,..,..,..,..,..,..,..,..,107.664253234863,104.784278869629,..
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,65.0971527099609,64.9110488891602,69.075569152832,72.8870697021484,75.7509384155273,79.9005279541016,82.0377502441406,83.6042022705078,73.5201416015625,80.2112808227539,96.5110092163086,100.709121704102,103.116470336914,..,..,..,..,..,..,..,..,..,..,105.932548522949,102.7021484375,..
Algeria,DZA,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,21.0622,17.36465,..,17.8263,17.85554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,4.11142015457153,..,..,..,7.0295090675354,6.65906047821045,6.54889822006226,6.17633008956909,6.50210857391357,5.73482370376587,5.81275129318237,5.57536554336548,6.1939172744751,5.51403284072876,4.74924659729004,5.61015701293945,..
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.77694241852429,2.35726434985169,1.59517814425874,4.00705031536965,5.09333212600842,3.05086148257989,3.86890214272142,1.32618894948084,1.39346833534671,0.652527944641818,-0.720420575171744,2.77921908102958,1.00399237186306,0.379563284080547,0.548743629011298,2.00005201118192,1.099620617724,1.78594064716746,-0.541667023472826,-0.546019580974331,-0.939992961238175,-6.61247509796932,2.13263632780773,1.96825188007162,2.55120301937745,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1596.11822239025,1772.92869122761,1896.30020878013,1937.46411413019,2283.77299346126,2816.99384960555,3233.13339634212,3660.66104745322,4167.45169937531,5180.91881514686,4235.42990456612,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,..
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.20000155385367,3.80000000133003,2.99999999909851,5.40000000000001,6.5,4.50000000000001,5.39999999999989,2.90000000000011,3.09999999999988,2.5000000000001,1.19999999999996,4.80000000000005,2.99999999999984,2.40000000000005,2.60000000000001,4.09999999999997,3.20000000000009,3.89999999999995,1.50000000000003,1.40000000000002,0.899999999999949,-4.99999999999997,3.79999999999995,3.59999999999998,4.10000000000004,..
Algeria,DZA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,22.43,..,..,..,..,..,..,..,..,..,..,..,..,11.26,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,27.84,..,..,..,..,..,..,..,..,..,..,..,..,19.61,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,21.15,..,..,..,..,..,..,..,..,..,..,..,..,9.08,..,..,..,..,..,..,..
Algeria,DZA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,23.62,..,..,..,..,..,..,..,..,..,..,..,..,10.93,..,..,..,..,..,..,..
Algeria,DZA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,22.83,..,..,..,..,..,..,..,..,..,..,..,..,17.75,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,28.548,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.137,12.259,14.057,13.63,12.346,11.701,11.427
Algeria,DZA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,47.868,50.641,46.921,46.026,43.872,34.204,31.24,24.396,27.937,24.43,21.78,22.161,22.803,27.872,25.459,25.664,30.376,26.227,30.292,30.745,31.119,35.748,33.843,31.662,30.447,29.759
Albania,ALB,"School enrollment, secondary (% net)",SE.SEC.NENR,..,66.69051,68.41048,..,..,..,..,..,..,..,..,..,..,..,84.39599,86.39145,87.38842,86.48091,86.6726,86.60827,..,..,..,..,..,..
Albania,ALB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,65.85455,67.42693,..,..,..,..,..,..,..,..,..,..,..,85.03466,86.5061,87.83338,87.37654,88.46079,89.1819,..,..,..,..,..,..
Albania,ALB,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..,67.50437,69.36766,..,..,..,..,..,..,..,..,..,..,..,83.80782,86.28554,86.97802,85.66043,85.06396,84.32964,..,..,..,..,..,..
Albania,ALB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,72.1371307373047,..,..,..,..,80.7685012817383,84.8915634155273,86.0366134643555,87.7839126586914,89.65576171875,90.1436004638672,96.0830764770508,98.5149002075195,100.847038269043,106.505821228027,107.508270263672,105.58039855957,101.519798278809,100.060699462891,101.628211975098,102.309226989746,99.3889694213867,100.812438964844,101.239929199219,99.4990081787109,..
Albania,ALB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,66.4852600097656,..,..,..,..,77.1257705688477,80.9782333374023,82.5476684570312,84.5937118530273,85.9438629150391,88.4567413330078,91.1922378540039,92.2986602783203,94.2180404663086,99.1101684570312,98.9064636230469,99.0993194580078,96.6560897827148,94.9233474731445,95.8495483398438,95.5374984741211,92.2998275756836,94.3556594848633,93.2281036376953,92.6682891845703,..
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,69.28466796875,..,..,74.5389175415039,77.751823425293,78.9801864624023,82.9714279174805,84.3257675170898,86.2188568115234,87.8338394165039,89.3157196044922,93.6818237304688,95.4705276489258,97.6080703735352,102.903213500977,103.321380615234,102.440727233887,99.1707611083984,97.5743713378906,98.8223876953125,99.0151519775391,95.9294509887695,97.6650314331055,97.3224716186523,96.1368789672852,..
Albania,ALB,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86682,..,6.78368,9.82258,7.97805,..,..,..,..,..,..,..
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.59293007850647,3.4301700592041,3.45869994163513,3.11779999732971,3.13823008537292,3.22751998901367,3.28154993057251,3.1914598941803,3.27592992782593,3.50922608375549,..,3.41307497024536,3.24000835418701,3.30906105041504,3.53929996490479,3.21696710586548,3.43796992301941,3.96209001541138,3.61172008514404,3.15294480323792,3.91623997688293,3.3422999382019,3.02255988121033,2.74432992935181,..,..
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.6080691237129,7.63002243937019,9.31439713939355,4.85047533419143,5.9242115424577,5.9565695961824,6.06788243935723,6.57292298236362,6.78722893588666,8.3281084229243,4.05313986380152,4.22308382721044,2.82164245514005,1.58487281451019,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.49828904058442,-2.75693978209092,9.9843075683015,6.10893999509641,5.13713201542561,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78781583529,2972.74362094736,3595.03829536404,4370.53971639449,4114.13403283023,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5365.48934672897,5460.42823730592,5370.77862312929,6413.28328605026,6846.42614266044,8575.17113446213,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.06256753999989,-3.31371614712083,8.96955339178935,4.82668831434437,3.93662525742167,..
Albania,ALB,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,7.482,..,..,7.881,..,18.233,15.606,15.602,15.76,14.602,14.834,18.797,21.78,20.502,17.652,15.294,14.232,14.259,13.559,13.279,12.355,12.824,..
Albania,ALB,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,10.011,..,..,10.076,..,23.181,18.6,19.597,19.739,17.539,13.169,16.988,20.994,23.01,18.368,15.688,13.674,15.257,13.447,13.83,15.317,14.689,..
Albania,ALB,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,5.803,..,..,6.71,..,15.619,13.653,13.299,13.36,12.832,15.756,19.778,22.186,19.176,17.27,15.09,14.513,13.746,13.614,13.008,10.678,11.808,..
Albania,ALB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,3.937,..,..,9.311,..,14.214,11.372,11.551,12.739,12.307,11.781,14.055,15.072,13.5,12.916,12.24,9.907,8.687,9.346,10.109,9.437,9.694,..
